team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
IND,Shubman Gill (IND),bat,92,92,,0.010869565,1.0,v Sri Lanka,Wankhede,2023-11-02,,,,1,11.0,2.0,100.0,0.0,136.0
SL,S Samarawickrama (SL),bat,107,91,,0.0,0.8504,v Netherlands,Lucknow,2023-10-21,,,,2,7.0,0.0,85.04,1.0,168.0
SA,AK Markram (SA),bat,93,91,,0.010752688,0.9784,v Pakistan,Chennai,2023-10-27,,,,2,7.0,3.0,97.84,0.0,151.0
SA,H Klaasen (SA),bat,49,90,,0.020408163,1.8367,v Bangladesh,Wankhede,2023-10-24,,,,1,2.0,8.0,183.67,0.0,94.0
BAN,Najmul Hossain Shanto (BAN),bat,101,90,,0.00990099,0.891,v Sri Lanka,Delhi,2023-11-06,,,,2,12.0,0.0,89.1,0.0,163.0
NZ,DJ Mitchell (NZ),bat,67,89,,0.0,1.3283,v Bangladesh,Chennai,2023-10-13,,,,2,6.0,4.0,132.83,1.0,103.0
IND,V Kohli (IND),bat,94,88,,0.010638298,0.9361,v Sri Lanka,Wankhede,2023-11-02,,,,1,11.0,0.0,93.61,0.0,139.0
AFG,Ibrahim Zadran (AFG),bat,113,87,,0.008849558,0.7699,v Pakistan,Chennai,2023-10-23,,,,2,10.0,0.0,76.99,0.0,146.0
IND,RG Sharma (IND),bat,101,87,,0.00990099,0.8613,v England,Lucknow,2023-10-29,,,,1,10.0,3.0,86.13,0.0,162.0
ENG,DJ Malan (ENG),bat,74,87,,0.013513514,1.1756,v Netherlands,Pune,2023-11-08,,,,1,10.0,2.0,117.56,0.0,92.0
IND,RG Sharma (IND),bat,63,86,,0.015873016,1.365,v Pakistan,Ahmedabad,2023-10-14,,,,2,6.0,6.0,136.5,0.0,91.0
IND,V Kohli (IND),bat,116,85,,0.00862069,0.7327,v Australia,Chennai,2023-10-08,,,,2,6.0,0.0,73.27,0.0,171.0
SA,RR Hendricks (SA),bat,75,85,,0.013333333,1.1333,v England,Wankhede,2023-10-21,,,,1,9.0,3.0,113.33,0.0,111.0
ENG,JE Root (ENG),bat,68,82,,0.014705882,1.2058,v Bangladesh,Dharamsala,2023-10-10,,,,1,8.0,1.0,120.58,0.0,107.0
IND,SS Iyer (IND),bat,56,82,,0.017857143,1.4642,v Sri Lanka,Wankhede,2023-11-02,,,,1,3.0,6.0,146.42,0.0,84.0
BAN,Shakib Al Hasan (BAN),bat,65,82,,0.015384615,1.2615,v Sri Lanka,Delhi,2023-11-06,,,,2,12.0,2.0,126.15,0.0,128.0
AUS,DA Warner (AUS),bat,65,81,,0.015384615,1.2461,v New Zealand,Dharamsala,2023-10-28,,,,1,5.0,6.0,124.61,0.0,77.0
PAK,Fakhar Zaman (PAK),bat,74,81,,0.013513514,1.0945,v Bangladesh,Eden Gardens,2023-10-31,,,,2,3.0,7.0,109.45,0.0,126.0
AFG,Hashmatullah Shahidi (AFG),bat,88,80,,0.011363636,0.909,v India,Delhi,2023-10-11,,,,1,8.0,1.0,90.9,0.0,128.0
AFG,Rahmanullah Gurbaz (AFG),bat,57,80,,0.01754386,1.4035,v England,Delhi,2023-10-15,,,,1,8.0,4.0,140.35,0.0,87.0
SL,KIC Asalanka (SL),bat,65,79,,0.015384615,1.2153,v South Africa,Delhi,2023-10-07,,,,2,8.0,4.0,121.53,0.0,83.0
NZ,KS Williamson (NZ),bat,107,78,,0.0,0.7289,v Bangladesh,Chennai,2023-10-13,,,,2,8.0,1.0,72.89,1.0,158.0
NED,SA Edwards (NED),bat,69,78,,0.0,1.1304,v South Africa,Dharamsala,2023-10-17,,,,1,10.0,1.0,113.04,1.0,102.0
SL,MDKJ Perera (SL),bat,82,78,,0.012195122,0.9512,v Australia,Lucknow,2023-10-16,,,,1,12.0,0.0,95.12,0.0,123.0
AFG,Rahmat Shah (AFG),bat,84,77,,0.0,0.9166,v Pakistan,Chennai,2023-10-23,,,,2,5.0,2.0,91.66,1.0,129.0
SL,P Nissanka (SL),bat,83,77,,0.0,0.9277,v England,Bengaluru,2023-10-26,,,,2,7.0,2.0,92.77,1.0,110.0
ENG,JE Root (ENG),bat,86,77,,0.011627907,0.8953,v New Zealand,Ahmedabad,2023-10-05,,,,1,4.0,1.0,89.53,0.0,140.0
IND,SS Iyer (IND),bat,87,77,,0.011494253,0.885,v South Africa,Eden Gardens,2023-11-05,,,,1,7.0,2.0,88.5,0.0,101.0
SA,HE van der Dussen (SA),bat,95,76,,0.0,0.8,v Afghanistan,Ahmedabad,2023-11-10,,,,2,6.0,1.0,80.0,1.0,141.0
SL,BKG Mendis (SL),bat,42,76,,0.023809524,1.8095,v South Africa,Delhi,2023-10-07,,,,2,4.0,8.0,180.95,0.0,55.0
BAN,Litton Das (BAN),bat,66,76,,0.015151515,1.1515,v England,Dharamsala,2023-10-10,,,,2,7.0,2.0,115.15,0.0,99.0
SA,M Jansen (SA),bat,42,75,,0.0,1.7857,v England,Wankhede,2023-10-21,,,,1,3.0,6.0,178.57,1.0,72.0
NZ,R Ravindra (NZ),bat,87,75,,0.011494253,0.862,v India,Dharamsala,2023-10-22,,,,1,6.0,1.0,86.2,0.0,133.0
PAK,Babar Azam (PAK),bat,92,74,,0.010869565,0.8043,v Afghanistan,Chennai,2023-10-23,,,,1,4.0,1.0,80.43,0.0,121.0
AFG,Azmatullah Omarzai (AFG),bat,63,73,,0.0,1.1587,v Sri Lanka,Pune,2023-10-30,,,,2,6.0,3.0,115.87,1.0,80.0
NZ,GD Phillips (NZ),bat,80,71,,0.0125,0.8875,v Afghanistan,Chennai,2023-10-18,,,,1,4.0,4.0,88.75,0.0,109.0
AUS,SPD Smith (AUS),bat,68,71,,0.014705882,1.0441,v Netherlands,Delhi,2023-10-25,,,,1,9.0,1.0,104.41,0.0,88.0
AUS,M Labuschagne (AUS),bat,83,71,,0.012048193,0.8554,v England,Ahmedabad,2023-11-04,,,,1,7.0,0.0,85.54,0.0,111.0
NZ,WA Young (NZ),bat,80,70,,0.0125,0.875,v Netherlands,Hyderabad,2023-10-09,,,,1,7.0,2.0,87.5,0.0,106.0
PAK,Imam-ul-Haq (PAK),bat,71,70,,0.014084507,0.9859,v Australia,Bengaluru,2023-10-20,,,,2,10.0,0.0,98.59,0.0,107.0
NED,SA Engelbrecht (NED),bat,82,70,,0.012195122,0.8536,v Sri Lanka,Lucknow,2023-10-21,,,,1,4.0,1.0,85.36,0.0,100.0
NED,CN Ackermann (NED),bat,73,69,,0.01369863,0.9452,v New Zealand,Hyderabad,2023-10-09,,,,2,5.0,0.0,94.52,0.0,98.0
PAK,Mohammad Rizwan (PAK),bat,75,68,,0.013333333,0.9066,v Netherlands,Hyderabad,2023-10-06,,,,1,8.0,0.0,90.66,0.0,104.0
PAK,Saud Shakeel (PAK),bat,52,68,,0.019230769,1.3076,v Netherlands,Hyderabad,2023-10-06,,,,1,9.0,1.0,130.76,0.0,84.0
SL,MD Shanaka (SL),bat,62,68,,0.016129032,1.0967,v South Africa,Delhi,2023-10-07,,,,2,6.0,3.0,109.67,0.0,86.0
NZ,TWM Latham (NZ),bat,74,68,,0.013513514,0.9189,v Afghanistan,Chennai,2023-10-18,,,,1,3.0,2.0,91.89,0.0,114.0
NED,SA Edwards (NED),bat,89,68,,0.011235955,0.764,v Bangladesh,Eden Gardens,2023-10-28,,,,1,6.0,0.0,76.4,0.0,122.0
PAK,Abdullah Shafique (PAK),bat,69,68,,0.014492754,0.9855,v Bangladesh,Eden Gardens,2023-10-31,,,,2,9.0,2.0,98.55,0.0,94.0
NED,BFW de Leede (NED),bat,68,67,,0.014705882,0.9852,v Pakistan,Hyderabad,2023-10-06,,,,2,6.0,2.0,98.52,0.0,92.0
PAK,Babar Azam (PAK),bat,63,66,,0.0,1.0476,v New Zealand,Bengaluru,2023-11-04,,,,2,6.0,2.0,104.76,1.0,93.0
BAN,Mushfiqur Rahim (BAN),bat,75,66,,0.013333333,0.88,v New Zealand,Chennai,2023-10-13,,,,1,6.0,2.0,88.0,0.0,93.0
ENG,HC Brook (ENG),bat,61,66,,0.016393443,1.0819,v Afghanistan,Delhi,2023-10-15,,,,2,7.0,1.0,108.19,0.0,123.0
BAN,Litton Das (BAN),bat,82,66,,0.012195122,0.8048,v India,Pune,2023-10-19,,,,1,7.0,0.0,80.48,0.0,124.0
SL,S Samarawickrama (SL),bat,54,65,,0.0,1.2037,v England,Bengaluru,2023-10-26,,,,2,7.0,1.0,120.37,1.0,84.0
AFG,Rahmanullah Gurbaz (AFG),bat,53,65,,0.018867925,1.2264,v Pakistan,Chennai,2023-10-23,,,,2,9.0,1.0,122.64,0.0,91.0
PAK,Abdullah Shafique (PAK),bat,61,64,,0.016393443,1.0491,v Australia,Bengaluru,2023-10-20,,,,2,7.0,2.0,104.91,0.0,93.0
ENG,BA Stokes (ENG),bat,90,64,,0.011111111,0.7111,v Australia,Ahmedabad,2023-11-04,,,,2,2.0,3.0,71.11,0.0,128.0
AFG,Azmatullah Omarzai (AFG),bat,69,62,,0.014492754,0.8985,v India,Delhi,2023-10-11,,,,1,2.0,4.0,89.85,0.0,82.0
AUS,M Labuschagne (AUS),bat,47,62,,0.021276596,1.3191,v Netherlands,Delhi,2023-10-25,,,,1,7.0,2.0,131.91,0.0,60.0
AFG,Rahmat Shah (AFG),bat,74,62,,0.013513514,0.8378,v Sri Lanka,Pune,2023-10-30,,,,2,7.0,0.0,83.78,0.0,121.0
SL,P Nissanka (SL),bat,67,61,,0.014925373,0.9104,v Australia,Lucknow,2023-10-16,,,,1,8.0,0.0,91.04,0.0,103.0
SA,HE van der Dussen (SA),bat,61,60,,0.016393443,0.9836,v England,Wankhede,2023-10-21,,,,1,8.0,0.0,98.36,0.0,86.0
SA,AK Markram (SA),bat,69,60,,0.014492754,0.8695,v Bangladesh,Wankhede,2023-10-24,,,,1,7.0,0.0,86.95,0.0,84.0
NZ,GD Phillips (NZ),bat,50,60,,0.02,1.2,v South Africa,Pune,2023-11-01,,,,2,4.0,4.0,120.0,0.0,87.0
BAN,Najmul Hossain Shanto (BAN),bat,83,59,,0.0,0.7108,v Afghanistan,Dharamsala,2023-10-07,,,,2,3.0,1.0,71.08,1.0,112.0
NED,LV van Beek (NED),bat,75,59,,0.013333333,0.7866,v Sri Lanka,Lucknow,2023-10-21,,,,1,1.0,1.0,78.66,0.0,108.0
AFG,Hashmatullah Shahidi (AFG),bat,74,58,,0.0,0.7837,v Sri Lanka,Pune,2023-10-30,,,,2,2.0,1.0,78.37,1.0,132.0
AFG,Ikram Alikhil (AFG),bat,66,58,,0.015151515,0.8787,v England,Delhi,2023-10-15,,,,1,3.0,2.0,87.87,0.0,92.0
AUS,JP Inglis (AUS),bat,59,58,,0.016949153,0.983,v Sri Lanka,Lucknow,2023-10-16,,,,2,5.0,1.0,98.3,0.0,75.0
PAK,Abdullah Shafique (PAK),bat,75,58,,0.013333333,0.7733,v Afghanistan,Chennai,2023-10-23,,,,1,5.0,2.0,77.33,0.0,89.0
NZ,JDS Neesham (NZ),bat,39,58,,0.025641026,1.4871,v Australia,Dharamsala,2023-10-28,,,,2,3.0,3.0,148.71,0.0,64.0
NED,SA Engelbrecht (NED),bat,86,58,,0.011627907,0.6744,v Afghanistan,Lucknow,2023-11-03,,,,1,6.0,0.0,67.44,0.0,85.0
BAN,Mehidy Hasan Miraz (BAN),bat,73,57,,0.01369863,0.7808,v Afghanistan,Dharamsala,2023-10-07,,,,2,5.0,0.0,78.08,0.0,89.0
AFG,Hashmatullah Shahidi (AFG),bat,64,56,,0.0,0.875,v Netherlands,Lucknow,2023-11-03,,,,2,6.0,0.0,87.5,1.0,92.0
SA,AK Markram (SA),bat,44,56,,0.022727273,1.2727,v Australia,Lucknow,2023-10-12,,,,1,7.0,1.0,127.27,0.0,61.0
BAN,Mahmudullah (BAN),bat,70,56,,0.014285714,0.8,v Pakistan,Eden Gardens,2023-10-31,,,,1,6.0,1.0,80.0,0.0,108.0
IND,V Kohli (IND),bat,56,55,,0.0,0.9821,v Afghanistan,Delhi,2023-10-11,,,,2,6.0,0.0,98.21,1.0,64.0
NZ,WA Young (NZ),bat,64,54,,0.015625,0.8437,v Afghanistan,Chennai,2023-10-18,,,,1,4.0,3.0,84.37,0.0,98.0
SL,P Nissanka (SL),bat,52,54,,0.019230769,1.0384,v Netherlands,Lucknow,2023-10-21,,,,2,9.0,0.0,103.84,0.0,69.0
NZ,DJ Mitchell (NZ),bat,51,54,,0.019607843,1.0588,v Australia,Dharamsala,2023-10-28,,,,2,6.0,1.0,105.88,0.0,59.0
IND,SS Iyer (IND),bat,62,53,,0.0,0.8548,v Pakistan,Ahmedabad,2023-10-14,,,,2,3.0,2.0,85.48,1.0,80.0
NZ,TWM Latham (NZ),bat,46,53,,0.02173913,1.1521,v Netherlands,Hyderabad,2023-10-09,,,,1,6.0,1.0,115.21,0.0,72.0
IND,Shubman Gill (IND),bat,55,53,,0.018181818,0.9636,v Bangladesh,Pune,2023-10-19,,,,2,5.0,2.0,96.36,0.0,80.0
SA,DA Miller (SA),bat,30,53,,0.033333333,1.7666,v New Zealand,Pune,2023-11-01,,,,1,2.0,4.0,176.66,0.0,48.0
NED,Vikramjit Singh (NED),bat,67,52,,0.014925373,0.7761,v Pakistan,Hyderabad,2023-10-06,,,,2,4.0,1.0,77.61,0.0,97.0
ENG,JM Bairstow (ENG),bat,59,52,,0.016949153,0.8813,v Bangladesh,Dharamsala,2023-10-10,,,,1,8.0,0.0,88.13,0.0,80.0
AUS,MR Marsh (AUS),bat,51,52,,0.019607843,1.0196,v Sri Lanka,Lucknow,2023-10-16,,,,2,9.0,0.0,101.96,0.0,67.0
PAK,Saud Shakeel (PAK),bat,52,52,,0.019230769,1.0,v South Africa,Chennai,2023-10-27,,,,1,7.0,0.0,100.0,0.0,81.0
AFG,Rahmat Shah (AFG),bat,54,52,,0.018518519,0.9629,v Netherlands,Lucknow,2023-11-03,,,,2,8.0,0.0,96.29,0.0,74.0
NZ,R Ravindra (NZ),bat,51,51,,0.019607843,1.0,v Netherlands,Hyderabad,2023-10-09,,,,1,3.0,1.0,100.0,0.0,87.0
BAN,Mushfiqur Rahim (BAN),bat,64,51,,0.015625,0.7968,v England,Dharamsala,2023-10-10,,,,2,4.0,0.0,79.68,0.0,93.0
SL,P Nissanka (SL),bat,61,51,,0.016393443,0.836,v Pakistan,Hyderabad,2023-10-10,,,,1,7.0,1.0,83.6,0.0,79.0
BAN,Tanzid Hasan (BAN),bat,43,51,,0.023255814,1.186,v India,Pune,2023-10-19,,,,1,5.0,3.0,118.6,0.0,75.0
ENG,CR Woakes (ENG),bat,45,51,,0.022222222,1.1333,v Netherlands,Pune,2023-11-08,,,,1,5.0,1.0,113.33,0.0,66.0
SL,MDKJ Perera (SL),bat,28,51,,0.035714286,1.8214,v New Zealand,Bengaluru,2023-11-09,,,,1,9.0,2.0,182.14,0.0,46.0
PAK,Babar Azam (PAK),bat,58,50,,0.017241379,0.862,v India,Ahmedabad,2023-10-14,,,,1,7.0,0.0,86.2,0.0,89.0
PAK,Babar Azam (PAK),bat,65,50,,0.015384615,0.7692,v South Africa,Chennai,2023-10-27,,,,1,4.0,1.0,76.92,0.0,100.0
ENG,DJ Malan (ENG),bat,64,50,,0.015625,0.7812,v Australia,Ahmedabad,2023-11-04,,,,2,4.0,1.0,78.12,0.0,99.0
PAK,Mohammad Rizwan (PAK),bat,69,49,,0.014492754,0.7101,v India,Ahmedabad,2023-10-14,,,,1,7.0,0.0,71.01,0.0,89.0
IND,SA Yadav (IND),bat,47,49,,0.021276596,1.0425,v England,Lucknow,2023-10-29,,,,1,4.0,1.0,104.25,0.0,75.0
AFG,Hashmatullah Shahidi (AFG),bat,45,48,,0.0,1.0666,v Pakistan,Chennai,2023-10-23,,,,2,4.0,0.0,106.66,1.0,74.0
NZ,DJ Mitchell (NZ),bat,47,48,,0.021276596,1.0212,v Netherlands,Hyderabad,2023-10-09,,,,1,5.0,2.0,102.12,0.0,67.0
IND,RG Sharma (IND),bat,40,48,,0.025,1.2,v Bangladesh,Pune,2023-10-19,,,,2,7.0,2.0,120.0,0.0,51.0
AFG,Rahmanullah Gurbaz (AFG),bat,62,47,,0.016129032,0.758,v Bangladesh,Dharamsala,2023-10-07,,,,1,4.0,1.0,75.8,0.0,112.0
IND,Ishan Kishan (IND),bat,47,47,,0.021276596,1.0,v Afghanistan,Delhi,2023-10-11,,,,2,5.0,2.0,100.0,0.0,78.0
AUS,C Green (AUS),bat,52,47,,0.019230769,0.9038,v England,Ahmedabad,2023-11-04,,,,1,5.0,0.0,90.38,0.0,81.0
AUS,SPD Smith (AUS),bat,71,46,,0.014084507,0.6478,v India,Chennai,2023-10-08,,,,1,5.0,0.0,64.78,0.0,112.0
AUS,M Labuschagne (AUS),bat,74,46,,0.013513514,0.6216,v South Africa,Lucknow,2023-10-12,,,,2,3.0,0.0,62.16,0.0,125.0
BAN,Mahmudullah (BAN),bat,36,46,,0.027777778,1.2777,v India,Pune,2023-10-19,,,,1,3.0,3.0,127.77,0.0,60.0
PAK,Mohammad Rizwan (PAK),bat,40,46,,0.025,1.15,v Australia,Bengaluru,2023-10-20,,,,2,5.0,0.0,115.0,0.0,84.0
IND,RG Sharma (IND),bat,40,46,,0.025,1.15,v New Zealand,Dharamsala,2023-10-22,,,,2,4.0,4.0,115.0,0.0,44.0
SL,P Nissanka (SL),bat,60,46,,0.016666667,0.7666,v Afghanistan,Pune,2023-10-30,,,,1,5.0,0.0,76.66,0.0,82.0
NZ,DP Conway (NZ),bat,59,45,,0.016949153,0.7627,v Bangladesh,Chennai,2023-10-13,,,,2,3.0,0.0,76.27,0.0,91.0
BAN,Litton Das (BAN),bat,64,45,,0.015625,0.7031,v Pakistan,Eden Gardens,2023-10-31,,,,1,6.0,0.0,70.31,0.0,100.0
NZ,DP Conway (NZ),bat,42,45,,0.023809524,1.0714,v Sri Lanka,Bengaluru,2023-11-09,,,,2,9.0,0.0,107.14,0.0,54.0
SL,KIC Asalanka (SL),bat,66,44,,0.015151515,0.6666,v Netherlands,Lucknow,2023-10-21,,,,2,2.0,1.0,66.66,0.0,70.0
AUS,SPD Smith (AUS),bat,52,44,,0.019230769,0.8461,v England,Ahmedabad,2023-11-04,,,,1,3.0,0.0,84.61,0.0,85.0
ENG,MA Wood (ENG),bat,17,43,,0.0,2.5294,v South Africa,Wankhede,2023-10-21,,,,2,2.0,5.0,252.94,1.0,25.0
ENG,JC Buttler (ENG),bat,42,43,,0.023809524,1.0238,v New Zealand,Ahmedabad,2023-10-05,,,,1,2.0,2.0,102.38,0.0,48.0
SA,DA Miller (SA),bat,52,43,,0.019230769,0.8269,v Netherlands,Dharamsala,2023-10-17,,,,2,4.0,1.0,82.69,0.0,81.0
ENG,BA Stokes (ENG),bat,73,43,,0.01369863,0.589,v Sri Lanka,Bengaluru,2023-10-26,,,,1,6.0,0.0,58.9,0.0,98.0
PAK,Shadab Khan (PAK),bat,36,43,,0.027777778,1.1944,v South Africa,Chennai,2023-10-27,,,,1,3.0,2.0,119.44,0.0,53.0
BAN,Shakib Al Hasan (BAN),bat,64,43,,0.015625,0.6718,v Pakistan,Eden Gardens,2023-10-31,,,,1,4.0,0.0,67.18,0.0,82.0
NZ,DJ Mitchell (NZ),bat,31,43,,0.032258065,1.387,v Sri Lanka,Bengaluru,2023-11-09,,,,2,5.0,2.0,138.7,0.0,45.0
SA,AK Markram (SA),bat,44,42,,0.022727273,0.9545,v England,Wankhede,2023-10-21,,,,1,4.0,0.0,95.45,0.0,63.0
NED,MP O'Dowd (NED),bat,40,42,,0.025,1.05,v Afghanistan,Lucknow,2023-11-03,,,,1,9.0,0.0,105.0,0.0,50.0
ENG,MM Ali (ENG),bat,43,42,,0.023255814,0.9767,v Australia,Ahmedabad,2023-11-04,,,,2,6.0,0.0,97.67,0.0,61.0
NZ,R Ravindra (NZ),bat,34,42,,0.029411765,1.2352,v Sri Lanka,Bengaluru,2023-11-09,,,,2,3.0,3.0,123.52,0.0,61.0
BAN,Mahmudullah (BAN),bat,49,41,,0.0,0.8367,v New Zealand,Chennai,2023-10-13,,,,1,2.0,2.0,83.67,1.0,58.0
NED,AT Nidamanuru (NED),bat,34,41,,0.0,1.2058,v England,Pune,2023-11-08,,,,2,2.0,3.0,120.58,1.0,47.0
AUS,DA Warner (AUS),bat,52,41,,0.019230769,0.7884,v India,Chennai,2023-10-08,,,,1,6.0,0.0,78.84,0.0,76.0
AUS,GJ Maxwell (AUS),bat,24,41,,0.041666667,1.7083,v New Zealand,Dharamsala,2023-10-28,,,,1,5.0,2.0,170.83,0.0,37.0
NED,W Barresi (NED),bat,41,41,,0.024390244,1.0,v Bangladesh,Eden Gardens,2023-10-28,,,,1,8.0,0.0,100.0,0.0,49.0
NZ,GD Phillips (NZ),bat,25,41,,0.04,1.64,v Pakistan,Bengaluru,2023-11-04,,,,1,4.0,2.0,164.0,0.0,40.0
SL,P Nissanka (SL),bat,36,41,,0.027777778,1.1388,v Bangladesh,Delhi,2023-11-06,,,,1,8.0,0.0,113.88,0.0,61.0
SL,S Samarawickrama (SL),bat,42,41,,0.023809524,0.9761,v Bangladesh,Delhi,2023-11-06,,,,1,4.0,0.0,97.61,0.0,53.0
SA,Q de Kock (SA),bat,47,41,,0.021276596,0.8723,v Afghanistan,Ahmedabad,2023-11-10,,,,2,2.0,3.0,87.23,0.0,58.0
BAN,Shakib Al Hasan (BAN),bat,51,40,,0.019607843,0.7843,v New Zealand,Chennai,2023-10-13,,,,1,3.0,2.0,78.43,0.0,75.0
AUS,M Labuschagne (AUS),bat,60,40,,0.016666667,0.6666,v Sri Lanka,Lucknow,2023-10-16,,,,2,2.0,0.0,66.66,0.0,100.0
SA,KA Maharaj (SA),bat,37,40,,0.027027027,1.081,v Netherlands,Dharamsala,2023-10-17,,,,2,5.0,1.0,108.1,0.0,54.0
PAK,Shadab Khan (PAK),bat,38,40,,0.026315789,1.0526,v Afghanistan,Chennai,2023-10-23,,,,1,1.0,1.0,105.26,0.0,75.0
PAK,Iftikhar Ahmed (PAK),bat,27,40,,0.037037037,1.4814,v Afghanistan,Chennai,2023-10-23,,,,1,2.0,4.0,148.14,0.0,40.0
IND,RG Sharma (IND),bat,24,40,,0.041666667,1.6666,v South Africa,Eden Gardens,2023-11-05,,,,1,6.0,2.0,166.66,0.0,32.0
SA,DA Miller (SA),bat,21,39,,0.0,1.8571,v Sri Lanka,Delhi,2023-10-07,,,,1,3.0,2.0,185.71,1.0,36.0
IND,RA Jadeja (IND),bat,44,39,,0.0,0.8863,v New Zealand,Dharamsala,2023-10-22,,,,2,3.0,1.0,88.63,1.0,63.0
SA,AL Phehlukwayo (SA),bat,37,39,,0.0,1.054,v Afghanistan,Ahmedabad,2023-11-10,,,,2,1.0,3.0,105.4,1.0,46.0
PAK,Mohammad Nawaz (3) (PAK),bat,43,39,,0.023255814,0.9069,v Netherlands,Hyderabad,2023-10-06,,,,1,4.0,0.0,90.69,0.0,66.0
BAN,Towhid Hridoy (BAN),bat,61,39,,0.016393443,0.6393,v England,Dharamsala,2023-10-10,,,,2,2.0,0.0,63.93,0.0,70.0
IND,KL Rahul (IND),bat,58,39,,0.017241379,0.6724,v England,Lucknow,2023-10-29,,,,1,3.0,0.0,67.24,0.0,77.0
SL,BKG Mendis (SL),bat,50,39,,0.02,0.78,v Afghanistan,Pune,2023-10-30,,,,1,3.0,0.0,78.0,0.0,91.0
AFG,Ibrahim Zadran (AFG),bat,57,39,,0.01754386,0.6842,v Sri Lanka,Pune,2023-10-30,,,,2,4.0,1.0,68.42,0.0,73.0
NZ,MS Chapman (NZ),bat,27,39,,0.037037037,1.4444,v Pakistan,Bengaluru,2023-11-04,,,,1,7.0,0.0,144.44,0.0,42.0
SL,M Theekshana (SL),bat,91,38,,0.0,0.4175,v New Zealand,Bengaluru,2023-11-09,,,,1,3.0,0.0,41.75,1.0,109.0
BAN,Mushfiqur Rahim (BAN),bat,46,38,,0.02173913,0.826,v India,Pune,2023-10-19,,,,1,1.0,1.0,82.6,0.0,60.0
AUS,JP Inglis (AUS),bat,28,38,,0.035714286,1.3571,v New Zealand,Dharamsala,2023-10-28,,,,1,4.0,1.0,135.71,0.0,48.0
NED,SA Edwards (NED),bat,42,38,,0.023809524,0.9047,v England,Pune,2023-11-08,,,,2,3.0,1.0,90.47,0.0,67.0
AUS,PJ Cummins (AUS),bat,14,37,,0.071428571,2.6428,v New Zealand,Dharamsala,2023-10-28,,,,1,2.0,4.0,264.28,0.0,23.0
NED,W Barresi (NED),bat,62,37,,0.016129032,0.5967,v England,Pune,2023-11-08,,,,2,3.0,1.0,59.67,0.0,77.0
NZ,MJ Santner (NZ),bat,17,36,,0.0,2.1176,v Netherlands,Hyderabad,2023-10-09,,,,1,3.0,2.0,211.76,1.0,25.0
PAK,Imam-ul-Haq (PAK),bat,38,36,,0.026315789,0.9473,v India,Ahmedabad,2023-10-14,,,,1,6.0,0.0,94.73,0.0,64.0
AFG,Rahmat Shah (AFG),bat,62,36,,0.016129032,0.5806,v New Zealand,Chennai,2023-10-18,,,,2,1.0,0.0,58.06,0.0,86.0
AUS,MR Marsh (AUS),bat,51,36,,0.019607843,0.7058,v New Zealand,Dharamsala,2023-10-28,,,,1,2.0,0.0,70.58,0.0,65.0
SL,S Samarawickrama (SL),bat,40,36,,0.025,0.9,v Afghanistan,Pune,2023-10-30,,,,1,3.0,0.0,90.0,0.0,42.0
AFG,Rashid Khan (AFG),bat,18,35,,0.0,1.9444,v Australia,Wankhede,2023-11-07,,,,1,2.0,3.0,194.44,1.0,25.0
SA,T Bavuma (SA),bat,55,35,,0.018181818,0.6363,v Australia,Lucknow,2023-10-12,,,,1,2.0,0.0,63.63,0.0,84.0
ENG,AAP Atkinson (ENG),bat,21,35,,0.047619048,1.6666,v South Africa,Wankhede,2023-10-21,,,,2,7.0,0.0,166.66,0.0,31.0
NED,SA Engelbrecht (NED),bat,61,35,,0.016393443,0.5737,v Bangladesh,Eden Gardens,2023-10-28,,,,1,3.0,0.0,57.37,0.0,72.0
BAN,Mehidy Hasan Miraz (BAN),bat,40,35,,0.025,0.875,v Netherlands,Eden Gardens,2023-10-28,,,,2,5.0,1.0,87.5,0.0,51.0
IND,RA Jadeja (IND),bat,24,35,,0.041666667,1.4583,v Sri Lanka,Wankhede,2023-11-02,,,,1,1.0,1.0,145.83,0.0,41.0
NZ,DP Conway (NZ),bat,39,35,,0.025641026,0.8974,v Pakistan,Bengaluru,2023-11-04,,,,1,6.0,0.0,89.74,0.0,48.0
AUS,MP Stoinis (AUS),bat,32,35,,0.03125,1.0937,v England,Ahmedabad,2023-11-04,,,,1,3.0,2.0,109.37,0.0,53.0
IND,KL Rahul (IND),bat,34,34,,0.0,1.0,v Bangladesh,Pune,2023-10-19,,,,2,3.0,1.0,100.0,1.0,44.0
SA,DA Miller (SA),bat,15,34,,0.0,2.2666,v Bangladesh,Wankhede,2023-10-24,,,,1,1.0,4.0,226.66,1.0,26.0
SL,DM de Silva (SL),bat,36,34,,0.027777778,0.9444,v Bangladesh,Delhi,2023-11-06,,,,1,4.0,1.0,94.44,0.0,58.0
ENG,JM Bairstow (ENG),bat,35,33,,0.028571429,0.9428,v New Zealand,Ahmedabad,2023-10-05,,,,1,4.0,1.0,94.28,0.0,57.0
SL,CAK Rajitha (SL),bat,31,33,,0.032258065,1.0645,v South Africa,Delhi,2023-10-07,,,,2,4.0,1.0,106.45,0.0,52.0
IND,SS Iyer (IND),bat,29,33,,0.034482759,1.1379,v New Zealand,Dharamsala,2023-10-22,,,,2,6.0,0.0,113.79,0.0,32.0
